profile_name,bi_threshold,cross_threshold,skill_ratio,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,bi_score,cross_score,matching_skills,total_skills,relevant
mobile-mid,0.2,0.5,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.2,0.5,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.2,0.5,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.2,0.5,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.2,0.5,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.2,0.6,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.2,0.6,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.2,0.6,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.2,0.6,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.2,0.6,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.2,0.6,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.2,0.6,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.2,0.6,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.2,0.6,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.3,0.3,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.3,0.3,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.3,0.3,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.3,0.3,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.3,0.3,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.3,0.3,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.3,0.3,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.3,0.3,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.3,0.3,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.3,0.3,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.3,0.3,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.3,0.3,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.3,0.3,0.2,232,"Node.js | 100% remote | (3219)","RITS Professional Services",mid,remote,Warszawa,"Bazy Danych; TypeScript; Node.js; Angular; Testing; REST API; React; JavaScript","20160-23520 PLN",0.5893,0.3928,2,8,0
mobile-mid,0.3,0.3,0.2,126,"Frontend Developer (React / UI-aware)","EduGO P.S.A.",mid,remote,Łódź,"TypeScript; HTML; CSS; UX/UI","17000-24000 PLN",0.6134,0.3851,1,4,0
mobile-mid,0.3,0.3,0.2,244,"Full-stack Front-end Developer (React, Java)","Link Group",mid,remote,Warszawa,"TypeScript; React; Java; JavaScript","16800-26880 PLN",0.5898,0.3317,1,4,0
mobile-mid,0.3,0.3,0.2,323,"Full-Stack(Node.js+ React) Developer","SNI",mid,remote,Wrocław,"AWS; TypeScript; Node.js; React","16800-20160 PLN",0.5037,0.325,1,4,0
mobile-mid,0.3,0.4,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.3,0.4,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.3,0.4,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.3,0.4,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.3,0.4,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.3,0.4,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.3,0.4,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.3,0.4,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.3,0.4,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.3,0.4,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.3,0.4,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.3,0.4,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.3,0.5,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.3,0.5,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.3,0.5,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.3,0.5,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.3,0.5,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.3,0.5,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.3,0.5,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.3,0.5,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.3,0.5,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.3,0.5,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.3,0.5,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.3,0.5,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.3,0.6,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.3,0.6,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.3,0.6,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.3,0.6,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.3,0.6,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.3,0.6,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.3,0.6,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.3,0.6,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.3,0.6,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.4,0.3,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.4,0.3,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.4,0.3,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.4,0.3,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.4,0.3,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.4,0.3,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.4,0.3,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.4,0.3,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.4,0.3,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.4,0.3,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.4,0.3,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.4,0.3,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.4,0.3,0.2,232,"Node.js | 100% remote | (3219)","RITS Professional Services",mid,remote,Warszawa,"Bazy Danych; TypeScript; Node.js; Angular; Testing; REST API; React; JavaScript","20160-23520 PLN",0.5893,0.3928,2,8,0
mobile-mid,0.4,0.3,0.2,126,"Frontend Developer (React / UI-aware)","EduGO P.S.A.",mid,remote,Łódź,"TypeScript; HTML; CSS; UX/UI","17000-24000 PLN",0.6134,0.3851,1,4,0
mobile-mid,0.4,0.3,0.2,244,"Full-stack Front-end Developer (React, Java)","Link Group",mid,remote,Warszawa,"TypeScript; React; Java; JavaScript","16800-26880 PLN",0.5898,0.3317,1,4,0
mobile-mid,0.4,0.3,0.2,323,"Full-Stack(Node.js+ React) Developer","SNI",mid,remote,Wrocław,"AWS; TypeScript; Node.js; React","16800-20160 PLN",0.5037,0.325,1,4,0
mobile-mid,0.4,0.4,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.4,0.4,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.4,0.4,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.4,0.4,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.4,0.4,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.4,0.4,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.4,0.4,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.4,0.4,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.4,0.4,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.4,0.4,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.4,0.4,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.4,0.4,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.4,0.5,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.4,0.5,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.4,0.5,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.4,0.5,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.4,0.5,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.4,0.5,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.4,0.5,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.4,0.5,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.4,0.5,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.4,0.5,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.4,0.5,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.4,0.5,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.4,0.6,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.4,0.6,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.4,0.6,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.4,0.6,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.4,0.6,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.4,0.6,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.4,0.6,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.4,0.6,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.4,0.6,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.5,0.3,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.5,0.3,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
mobile-mid,0.5,0.3,0.2,213,"React Native Developer","GMI Software",mid,remote,Warszawa,"TypeScript; React Native","12000-18000 PLN",0.6298,0.8723,2,2,1
mobile-mid,0.5,0.3,0.2,8,"React Native Developer","SMART TOPAZ",mid,remote,Poland (Remote),"Azure; API; Redux; React Native; Azure DevOps","18000-25000 PLN",0.6662,0.8393,1,5,1
mobile-mid,0.5,0.3,0.2,284,"Middle React Software Engineer","N-iX",mid,remote,Kraków,"TypeScript; REST API; English; React; GraphQL","14994-16493 PLN",0.6477,0.7439,2,5,0
mobile-mid,0.5,0.3,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.6211,0.7205,2,5,0
mobile-mid,0.5,0.3,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.6386,0.6836,2,8,1
mobile-mid,0.5,0.3,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.6036,0.6482,2,6,1
mobile-mid,0.5,0.3,0.2,165,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,Kraków,"TypeScript; React; React Native; JavaScript; Python","17000-25000 PLN",0.6311,0.6175,2,5,1
mobile-mid,0.5,0.3,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.6594,0.5774,2,9,0
mobile-mid,0.5,0.3,0.2,43,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,Kraków,"TypeScript; React; Java","27300-37800 PLN",0.633,0.5162,1,3,0
mobile-mid,0.5,0.3,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.6034,0.5074,1,5,0
mobile-mid,0.5,0.3,0.2,232,"Node.js | 100% remote | (3219)","RITS Professional Services",mid,remote,Warszawa,"Bazy Danych; TypeScript; Node.js; Angular; Testing; REST API; React; JavaScript","20160-23520 PLN",0.5893,0.3928,2,8,0
mobile-mid,0.5,0.3,0.2,126,"Frontend Developer (React / UI-aware)","EduGO P.S.A.",mid,remote,Łódź,"TypeScript; HTML; CSS; UX/UI","17000-24000 PLN",0.6134,0.3851,1,4,0
mobile-mid,0.5,0.3,0.2,244,"Full-stack Front-end Developer (React, Java)","Link Group",mid,remote,Warszawa,"TypeScript; React; Java; JavaScript","16800-26880 PLN",0.5898,0.3317,1,4,0
mobile-mid,0.5,0.3,0.2,323,"Full-Stack(Node.js+ React) Developer","SNI",mid,remote,Wrocław,"AWS; TypeScript; Node.js; React","16800-20160 PLN",0.5037,0.325,1,4,0
mobile-mid,0.5,0.4,0.2,309,"React Native Engineer (Talent Pool)","iteo",mid,remote,Katowice,"Android Studio; TypeScript; XCode; Kotlin; Swift; Redux; React Native; Java","9000-16000 PLN",0.7578,0.9541,2,8,1
mobile-mid,0.5,0.4,0.2,249,"Regular React Native Developer","Spyrosoft",mid,remote,Wrocław,"Git; TypeScript; React Native; JavaScript","11760-18480 PLN",0.6737,0.8836,2,4,1
